"","id","gloss","type","language","utterance_order","corpus_name","part_of_speech","code_tran","speaker_code","speaker_name","speaker_role","target_child_age","media_start","media_end","media_unit","collection_name","collection_id","corpus_id","speaker_id","target_child_id","transcript_id","transcript_name","speaker"
"11",934045,"see if you could throw two dinosaurs in","declarative","eng",78,"Kuczaj","v conj pro:per mod v det:num n adv","CHI_4430","CHI","Abe","Target_Child",39.9207375921477,NA,NA,NA,"Eng-NA",2,46,2543,2543,4430,"Eng-NA/Kuczaj/030328.xml","CHI"
"12",934079,"see if one of the eggs could throw in one of the eggs","declarative","eng",80,"Kuczaj","v conj pro:indef prep det:art n mod v prep det:num prep det:art n","CHI_4430","CHI","Abe","Target_Child",39.9207375921477,NA,NA,NA,"Eng-NA",2,46,2543,2543,4430,"Eng-NA/Kuczaj/030328.xml","CHI"
"13",935562,"if it's your own face you could draw on it","declarative","eng",109,"Kuczaj","conj pro:per det:poss adj n pro:per mod v prep pro:per","CHI_4431","CHI","Abe","Target_Child",40.033676256186,NA,NA,NA,"Eng-NA",2,46,2543,2543,4431,"Eng-NA/Kuczaj/030401.xml","CHI"
"14",936105,"that would be a good idea if you would bring it to me","declarative","eng",260,"Kuczaj","pro:dem mod cop det:art adj n conj pro:per mod v pro:per prep pro:obj","CHI_4428","CHI","Abe","Target_Child",39.5921887513091,NA,NA,NA,"Eng-NA",2,46,2543,2543,4428,"Eng-NA/Kuczaj/030318.xml","CHI"
"15",938041,"Mom what would happen if I taked this balloon","question","eng",181,"Kuczaj","n:prop pro:int mod v comp pro:sub v det:dem n","CHI_4435","CHI","Abe","Target_Child",40.49364463336,NA,NA,NA,"Eng-NA",2,46,2543,2543,4435,"Eng-NA/Kuczaj/030415.xml","CHI"
"16",940355,"could I go see if my my dandelions are growing","question","eng",189,"Kuczaj","mod pro:sub v v comp det:poss n aux part","CHI_4441","CHI","Abe","Target_Child",41.1979712109078,NA,NA,NA,"Eng-NA",2,46,2543,2543,4441,"Eng-NA/Kuczaj/030506.xml","CHI"
"17",940756,"no no no if you cut the fur off it wouldn't hurt","declarative","eng",297,"Kuczaj","co qn qn conj pro:per v det:art n prep pro:per mod v","CHI_4429","CHI","Abe","Target_Child",39.8221729398961,NA,NA,NA,"Eng-NA",2,46,2543,2543,4429,"Eng-NA/Kuczaj/030325.xml","CHI"
"18",941572,"how about if near to our garden we could have a peach tree and a orange tree","question","eng",105,"Kuczaj","pro:int adv conj adv prep det:poss n pro:sub mod v det:art n n coord det:art adj n","CHI_4443","CHI","Abe","Target_Child",41.5593749358303,NA,NA,NA,"Eng-NA",2,46,2543,2543,4443,"Eng-NA/Kuczaj/030517.xml","CHI"
"19",942933,"how could you stay down to to the volleyball court if I was not through playing up here","question","eng",258,"Kuczaj","pro:int mod pro:per v adv prep det:art n conj pro:sub aux neg adv part prep n","CHI_4448","CHI","Abe","Target_Child",42.1322819770427,NA,NA,NA,"Eng-NA",2,46,2543,2543,4448,"Eng-NA/Kuczaj/030604.xml","CHI"
"20",942971,"how could you be down at the volley ball court if I wasn't down there","question","eng",260,"Kuczaj","pro:int mod pro:per cop adv prep det:art n n n conj pro:sub cop prep n","CHI_4448","CHI","Abe","Target_Child",42.1322819770427,NA,NA,NA,"Eng-NA",2,46,2543,2543,4448,"Eng-NA/Kuczaj/030604.xml","CHI"
"21",943004,"how could you be down there if I was up here","question","eng",262,"Kuczaj","pro:int mod pro:per cop prep n conj pro:sub cop prep n","CHI_4448","CHI","Abe","Target_Child",42.1322819770427,NA,NA,NA,"Eng-NA",2,46,2543,2543,4448,"Eng-NA/Kuczaj/030604.xml","CHI"
"22",943187,"yeah if birds liked to eat monarchs butterflies they would eat it all up","declarative","eng",32,"Kuczaj","co conj n v inf v neo pro:sub mod v pro:per adv adv","CHI_4459","CHI","Abe","Target_Child",43.6908355407709,NA,NA,NA,"Eng-NA",2,46,2543,2543,4459,"Eng-NA/Kuczaj/030721.xml","CHI"
"23",943564,"I think it would be nice if you did","declarative","eng",205,"Kuczaj","pro:sub v pro:per mod cop adj conj pro:per v","CHI_4450","CHI","Abe","Target_Child",42.4279759337974,NA,NA,NA,"Eng-NA",2,46,2543,2543,4450,"Eng-NA/Kuczaj/030613.xml","CHI"
"24",943572,"I asked my Mommy if I could have my boat","declarative","eng",219,"Kuczaj","pro:sub v det:poss n:prop conj pro:sub mod v det:poss n","CHI_4437","CHI","Abe","Target_Child",40.6250641696955,NA,NA,NA,"Eng-NA",2,46,2543,2543,4437,"Eng-NA/Kuczaj/030419b.xml","CHI"
"25",943997,"because if you step on them you could see them","declarative","eng",111,"Kuczaj","conj conj pro:per v prep pro:obj pro:per mod v pro:obj","CHI_4457","CHI","Abe","Target_Child",43.1651573954291,NA,NA,NA,"Eng-NA",2,46,2543,2543,4457,"Eng-NA/Kuczaj/030705.xml","CHI"
"26",944014,"except if you cut them you could see them too","declarative","eng",112,"Kuczaj","conj conj pro:per v pro:obj pro:per mod v pro:obj adv","CHI_4457","CHI","Abe","Target_Child",43.1651573954291,NA,NA,NA,"Eng-NA",2,46,2543,2543,4457,"Eng-NA/Kuczaj/030705.xml","CHI"
"27",944131,"our plants would die if it doesn't rain","declarative","eng",52,"Kuczaj","det:poss n mod n conj pro:per mod n","CHI_4461","CHI","Abe","Target_Child",43.7236904248547,NA,NA,NA,"Eng-NA",2,46,2543,2543,4461,"Eng-NA/Kuczaj/030722.xml","CHI"
"28",944316,"if I go somewhere with you and Daddy with this money I could buy you uh Mommy and Dad you and Daddy a drink for this one","declarative","eng",263,"Kuczaj","conj pro:sub v adv prep pro:per coord n:prop prep det:dem n pro:sub mod v pro:per coord n:prop det:art n prep det:dem pro:indef","CHI_4426","CHI","Abe","Target_Child",39.362204562722,NA,NA,NA,"Eng-NA",2,46,2543,2543,4426,"Eng-NA/Kuczaj/030311.xml","CHI"
"29",944401,"if if we didn't have any we couldn't call my my grandma","declarative","eng",120,"Kuczaj","conj pro:sub mod v qn pro:sub mod v det:poss n","CHI_4459","CHI","Abe","Target_Child",43.6908355407709,NA,NA,NA,"Eng-NA",2,46,2543,2543,4459,"Eng-NA/Kuczaj/030721.xml","CHI"
"30",944469,"no they would think that if I didn't come","declarative","eng",81,"Kuczaj","co pro:sub mod v adv conj pro:sub mod v","CHI_4461","CHI","Abe","Target_Child",43.7236904248547,NA,NA,NA,"Eng-NA",2,46,2543,2543,4461,"Eng-NA/Kuczaj/030722.xml","CHI"
"31",944692,"if I get three or four I wouldn't have any crackerjacks","declarative","eng",145,"Kuczaj","conj pro:sub v det:num coord det:num pro:sub mod v qn","CHI_4459","CHI","Abe","Target_Child",43.6908355407709,NA,NA,NA,"Eng-NA",2,46,2543,2543,4459,"Eng-NA/Kuczaj/030721.xml","CHI"
"32",944974,"is I'm hungry if you're not hungry I would have some crackerjacks","declarative","eng",173,"Kuczaj","conj pro:per neg adj pro:sub mod v qn","CHI_4459","CHI","Abe","Target_Child",43.6908355407709,NA,NA,NA,"Eng-NA",2,46,2543,2543,4459,"Eng-NA/Kuczaj/030721.xml","CHI"
"33",945065,"I would laugh if I fell on my if if I did somersaults when when I was on a rocking chair","declarative","eng",133,"Kuczaj","pro:sub mod v conj pro:sub v n conj pro:sub cop prep det:art n:gerund n","CHI_4461","CHI","Abe","Target_Child",43.7236904248547,NA,NA,NA,"Eng-NA",2,46,2543,2543,4461,"Eng-NA/Kuczaj/030722.xml","CHI"
"34",945550,"where could I live if I took all the rocks home","question","eng",115,"Kuczaj","pro:int mod pro:sub v comp pro:sub v qn det:art n adv","CHI_4465","CHI","Abe","Target_Child",44.3623072342348,NA,NA,NA,"Eng-NA",2,46,2543,2543,4465,"Eng-NA/Kuczaj/030811.xml","CHI"
"35",945997,"when could we carry him if he's bigger enough","question","eng",280,"Kuczaj","conj mod pro:sub v pro:obj conj pro:sub adj adv","CHI_4454","CHI","Abe","Target_Child",42.8550894268876,NA,NA,NA,"Eng-NA",2,46,2543,2543,4454,"Eng-NA/Kuczaj/030626.xml","CHI"
"36",946560,"yeah what would happen if we caught two snakes like that","question","eng",12,"Kuczaj","co pro:int mod v comp pro:sub v det:num n prep pro:dem","CHI_4468","CHI","Abe","Target_Child",44.7565658432411,NA,NA,NA,"Eng-NA",2,46,2543,2543,4468,"Eng-NA/Kuczaj/030823.xml","CHI"
"37",946585,"I would play with them if they're not poisonous","declarative","eng",14,"Kuczaj","pro:sub mod v prep pro:obj conj pro:sub neg adj","CHI_4468","CHI","Abe","Target_Child",44.7565658432411,NA,NA,NA,"Eng-NA",2,46,2543,2543,4468,"Eng-NA/Kuczaj/030823.xml","CHI"
"38",946750,"no if it was winter outside then we would all be really cold if we just wore shorts right","question","eng",177,"Kuczaj","co conj pro:per cop n adj adv:tem pro:sub mod adv aux adv adj conj pro:sub adv v n co","CHI_4462","CHI","Abe","Target_Child",44.0337583933962,NA,NA,NA,"Eng-NA",2,46,2543,2543,4462,"Eng-NA/Kuczaj/030801.xml","CHI"
"39",947180,"Mom if you eat cans you would die right","question","eng",15,"Kuczaj","n:prop conj pro:per v n pro:per mod n co","CHI_4471","CHI","Abe","Target_Child",44.9208402636604,NA,NA,NA,"Eng-NA",2,46,2543,2543,4471,"Eng-NA/Kuczaj/030828.xml","CHI"
"40",947427,"no he would have smelled really bad if he died","declarative","eng",51,"Kuczaj","co pro:sub mod aux part adv adj conj pro:sub v","CHI_4463","CHI","Abe","Target_Child",44.1651779297316,NA,NA,NA,"Eng-NA",2,46,2543,2543,4463,"Eng-NA/Kuczaj/030805.xml","CHI"
"41",947680,"Dad Dad look this thing could move if you put it on here","declarative","eng",69,"Kuczaj","n:prop n:prop co det:dem n mod n conj pro:per v pro:per prep n","CHI_4463","CHI","Abe","Target_Child",44.1651779297316,NA,NA,NA,"Eng-NA",2,46,2543,2543,4463,"Eng-NA/Kuczaj/030805.xml","CHI"
"42",947857,"what would have happened if we would have seen a bear when we were camping","question","eng",238,"Kuczaj","pro:int mod aux part conj pro:sub mod aux part det:art n conj pro:sub aux part","CHI_4466","CHI","Abe","Target_Child",44.5265816546541,NA,NA,NA,"Eng-NA",2,46,2543,2543,4466,"Eng-NA/Kuczaj/030816.xml","CHI"
"43",948111,"Daddy if I ate pretty much could I have some of my candy","question","eng",135,"Kuczaj","n:prop conj pro:sub v adv adv mod pro:sub v qn prep det:poss n","CHI_4472","CHI","Abe","Target_Child",45.198053348118,NA,NA,NA,"Eng-NA",2,46,2543,2543,4472,"Eng-NA/Kuczaj/030906.xml","CHI"
"44",948142,"if I ate pretty much could I have some of my candy","question","eng",137,"Kuczaj","conj pro:sub v adv adv mod pro:sub v qn prep det:poss n","CHI_4472","CHI","Abe","Target_Child",45.198053348118,NA,NA,NA,"Eng-NA",2,46,2543,2543,4472,"Eng-NA/Kuczaj/030906.xml","CHI"
"45",948366,"because they wouldn't know who was gonna kill them if they couldn't hear","declarative","eng",11,"Kuczaj","conj pro:sub mod v pro:rel aux part v pro:obj conj pro:sub mod v","CHI_4475","CHI","Abe","Target_Child",45.3951826526212,NA,NA,NA,"Eng-NA",2,46,2543,2543,4475,"Eng-NA/Kuczaj/030912.xml","CHI"
"46",948796,"if it's still on when I come I would I would I don't know what I would do","declarative","eng",178,"Kuczaj","conj pro:per adj adv conj pro:sub v pro:sub mod v pro:int pro:sub mod v","CHI_4468","CHI","Abe","Target_Child",44.7565658432411,NA,NA,NA,"Eng-NA",2,46,2543,2543,4468,"Eng-NA/Kuczaj/030823.xml","CHI"
"47",948971,"Daddy if I grow up so big just so big biggest as a giant bigger than a robber would I be a giant","question","eng",192,"Kuczaj","n:prop conj pro:sub v adv adv adj adv adv adj adj prep det:art n adj prep det:art n mod pro:sub cop det:art n","CHI_4468","CHI","Abe","Target_Child",44.7565658432411,NA,NA,NA,"Eng-NA",2,46,2543,2543,4468,"Eng-NA/Kuczaj/030823.xml","CHI"
"48",949037,"they would hafta duck their heads this little if they were that big","declarative","eng",197,"Kuczaj","pro:sub mod mod n det:poss n det:dem adj conj pro:sub cop det:dem adj","CHI_4468","CHI","Abe","Target_Child",44.7565658432411,NA,NA,NA,"Eng-NA",2,46,2543,2543,4468,"Eng-NA/Kuczaj/030823.xml","CHI"
"49",949136,"I could have a cookie if you would make some okay","question","eng",243,"Kuczaj","pro:sub mod v det:art n conj pro:per mod v pro:indef co","CHI_4449","CHI","Abe","Target_Child",42.3294112815458,NA,NA,NA,"Eng-NA",2,46,2543,2543,4449,"Eng-NA/Kuczaj/030610.xml","CHI"
"50",949214,"yeah if a snake gets here then I would come and say","quotation next line","eng",212,"Kuczaj","co conj det:art n v adv adv:tem pro:sub mod v coord v","CHI_4468","CHI","Abe","Target_Child",44.7565658432411,NA,NA,NA,"Eng-NA",2,46,2543,2543,4468,"Eng-NA/Kuczaj/030823.xml","CHI"
"51",949234,"and to see if we could buy it","declarative","eng",188,"Kuczaj","coord inf v conj pro:sub mod v pro:per","CHI_4474","CHI","Abe","Target_Child",45.4608924207889,NA,NA,NA,"Eng-NA",2,46,2543,2543,4474,"Eng-NA/Kuczaj/030914.xml","CHI"
"52",949287,"if the grass growed high and we couldn't see then if then we could lawnmower it","declarative","eng",194,"Kuczaj","conj det:art n v n coord pro:sub mod v adv:tem pro:sub mod pro:per","CHI_4474","CHI","Abe","Target_Child",45.4608924207889,NA,NA,NA,"Eng-NA",2,46,2543,2543,4474,"Eng-NA/Kuczaj/030914.xml","CHI"
"53",949399,"so if you get money and if Momma gets money and if I get money then we could pay for it","declarative","eng",205,"Kuczaj","adv conj pro:per v n coord conj n:prop v n coord conj pro:sub v n adv:tem pro:sub mod v prep pro:per","CHI_4474","CHI","Abe","Target_Child",45.4608924207889,NA,NA,NA,"Eng-NA",2,46,2543,2543,4474,"Eng-NA/Kuczaj/030914.xml","CHI"
"54",949702,"you should have killed a Tyrannosaurus_Rex if you were alive that time I saw a caveman when we got my dinasaurs","declarative","eng",292,"Kuczaj","pro:per mod aux part det:art n:prop conj pro:per cop adj det:dem n pro:sub v det:art n conj pro:sub v det:poss n","CHI_4464","CHI","Abe","Target_Child",44.2637425819832,NA,NA,NA,"Eng-NA",2,46,2543,2543,4464,"Eng-NA/Kuczaj/030808.xml","CHI"
"55",949744,"yeah so so if you were alive and I was alive that time we should have killed Tyrannosaurus_Rex","declarative","eng",295,"Kuczaj","co adv conj pro:per cop adj coord pro:sub cop adj det:dem n pro:sub mod aux part n:prop","CHI_4464","CHI","Abe","Target_Child",44.2637425819832,NA,NA,NA,"Eng-NA",2,46,2543,2543,4464,"Eng-NA/Kuczaj/030808.xml","CHI"
"56",949876,"would the lion be hurt if I throwed the rope down","question","eng",225,"Kuczaj","mod det:art n aux part conj pro:sub v det:art n adv","CHI_4471","CHI","Abe","Target_Child",44.9208402636604,NA,NA,NA,"Eng-NA",2,46,2543,2543,4471,"Eng-NA/Kuczaj/030828.xml","CHI"
"57",949979,"if I was as big as you I could have a real bow and arrow right","question","eng",167,"Kuczaj","conj pro:sub cop adv adj prep pro:per pro:sub mod v det:art adj n coord n co","CHI_4475","CHI","Abe","Target_Child",45.3951826526212,NA,NA,NA,"Eng-NA",2,46,2543,2543,4475,"Eng-NA/Kuczaj/030912.xml","CHI"
"58",950181,"Dad what would happen if everybody just had a tiny spoon like this","question","eng",100,"Kuczaj","n:prop pro:int mod v comp pro:indef adv v det:art adj n prep pro:dem","CHI_4467","CHI","Abe","Target_Child",44.559436538738,NA,NA,NA,"Eng-NA",2,46,2543,2543,4467,"Eng-NA/Kuczaj/030817.xml","CHI"
"59",950427,"if we find another long stick I would have two sticks","declarative","eng",219,"Kuczaj","conj pro:sub v qn adj n pro:sub mod v det:num n","CHI_4475","CHI","Abe","Target_Child",45.3951826526212,NA,NA,NA,"Eng-NA",2,46,2543,2543,4475,"Eng-NA/Kuczaj/030912.xml","CHI"
"60",950911,"he's gonna see if he could land in a dumptruck","declarative","eng",110,"Kuczaj","pro:sub part v conj pro:sub mod v prep det:art","CHI_4482","CHI","Abe","Target_Child",46.2966385346722,NA,NA,NA,"Eng-NA",2,46,2543,2543,4482,"Eng-NA/Kuczaj/031009.xml","CHI"
"61",950958,"he's gonna see if he could land up here and not fall down here","declarative","eng",114,"Kuczaj","pro:sub part v conj pro:sub mod v prep n coord neg v prep n","CHI_4482","CHI","Abe","Target_Child",46.2966385346722,NA,NA,NA,"Eng-NA",2,46,2543,2543,4482,"Eng-NA/Kuczaj/031009.xml","CHI"
"62",951027,"now see if he could land on one of these cars","declarative","eng",119,"Kuczaj","adv v conj pro:sub mod v prep det:num prep det:dem n","CHI_4482","CHI","Abe","Target_Child",46.2966385346722,NA,NA,NA,"Eng-NA",2,46,2543,2543,4482,"Eng-NA/Kuczaj/031009.xml","CHI"
"63",951159,"I think if Mommy really likes it we could go to Greggy's house","declarative","eng",116,"Kuczaj","pro:sub v comp n:prop adv v pro:per pro:sub mod v prep adj n","CHI_4484","CHI","Abe","Target_Child",46.5923324914269,NA,NA,NA,"Eng-NA",2,46,2543,2543,4484,"Eng-NA/Kuczaj/031018.xml","CHI"
"64",951205,"but you could cut it if you want","declarative","eng",66,"Kuczaj","conj pro:per mod v pro:per conj pro:per v","CHI_4485","CHI","Abe","Target_Child",46.4937678391753,NA,NA,NA,"Eng-NA",2,46,2543,2543,4485,"Eng-NA/Kuczaj/031015.xml","CHI"
"65",951276,"if somebody pushed him he would get angry and push him down","declarative","eng",49,"Kuczaj","conj pro:indef v pro:obj pro:sub mod aux adj coord v pro:obj adv","CHI_4489","CHI","Abe","Target_Child",47.1980944167231,NA,NA,NA,"Eng-NA",2,46,2543,2543,4489,"Eng-NA/Kuczaj/031106.xml","CHI"
"66",951321,"you wouldn't hafta use your flashlight if I share this one","declarative","eng",110,"Kuczaj","pro:per mod mod v det:poss conj pro:sub v det:dem pro:indef","CHI_4478","CHI","Abe","Target_Child",45.8222961457114,NA,NA,NA,"Eng-NA",2,46,2543,2543,4478,"Eng-NA/Kuczaj/030925.xml","CHI"
"67",951534,"yeah watch if if somebody was trying to kill him he would get his sword and point it at them and scare them","declarative","eng",68,"Kuczaj","co conj pro:indef aux part inf v pro:obj pro:sub mod aux det:poss n coord v pro:per prep pro:obj coord v pro:obj","CHI_4489","CHI","Abe","Target_Child",47.1980944167231,NA,NA,NA,"Eng-NA",2,46,2543,2543,4489,"Eng-NA/Kuczaj/031106.xml","CHI"
"68",951739,"if we go camping we should make a canoe out_of wood","declarative","eng",63,"Kuczaj","conj pro:sub v part pro:sub mod v det:art n prep n","CHI_4473","CHI","Abe","Target_Child",45.1651984640342,NA,NA,NA,"Eng-NA",2,46,2543,2543,4473,"Eng-NA/Kuczaj/030905.xml","CHI"
"69",952711,"I'm gonna go ask Chris if he could come out","declarative","eng",261,"Kuczaj","pro:sub part v v n:prop conj pro:sub mod v adv","CHI_4460","CHI","Abe","Target_Child",43.9208197293579,NA,NA,NA,"Eng-NA",2,46,2543,2543,4460,"Eng-NA/Kuczaj/030728.xml","CHI"
"70",952980,"I'll tell you if the ladybug could eat it","declarative","eng",54,"Kuczaj","pro:sub v pro:per comp det:art mod v pro:per","CHI_4490","CHI","Abe","Target_Child",47.3623688371424,NA,NA,NA,"Eng-NA",2,46,2543,2543,4490,"Eng-NA/Kuczaj/031111.xml","CHI"
"71",952993,"if it's a bug the ladybug could eat it","declarative","eng",55,"Kuczaj","conj pro:per det:art n det:art mod v pro:per","CHI_4490","CHI","Abe","Target_Child",47.3623688371424,NA,NA,NA,"Eng-NA",2,46,2543,2543,4490,"Eng-NA/Kuczaj/031111.xml","CHI"
"72",953487,"it would be taller right here if we put this here","declarative","eng",248,"Kuczaj","pro:per mod cop adj adv adv conj pro:sub v pro:dem adv","CHI_4487","CHI","Abe","Target_Child",47.00096511222,NA,NA,NA,"Eng-NA",2,46,2543,2543,4487,"Eng-NA/Kuczaj/031100.xml","CHI"
"73",953781,"if it loses all its helium we would hafta tie another knot","declarative","eng",133,"Kuczaj","conj pro:per v adv det:poss n pro:sub mod mod v qn n","CHI_4490","CHI","Abe","Target_Child",47.3623688371424,NA,NA,NA,"Eng-NA",2,46,2543,2543,4490,"Eng-NA/Kuczaj/031111.xml","CHI"
"74",953788,"because if they had that much you could have a canoe head","declarative","eng",38,"Kuczaj","conj conj pro:sub v adv adv pro:per mod v det:art n n","CHI_4497","CHI","Abe","Target_Child",48.8223577486191,NA,NA,NA,"Eng-NA",2,46,2543,2543,4497,"Eng-NA/Kuczaj/040025.xml","CHI"
"75",953894,"because if we go there I could catch a bullfrog","declarative","eng",117,"Kuczaj","conj conj pro:sub v adv pro:sub mod v det:art","CHI_4458","CHI","Abe","Target_Child",43.4937062362677,NA,NA,NA,"Eng-NA",2,46,2543,2543,4458,"Eng-NA/Kuczaj/030715.xml","CHI"
"76",953976,"if you wanna you could be the dragon","declarative","eng",40,"Kuczaj","conj pro:per v pro:per mod cop det:art n","CHI_4499","CHI","Abe","Target_Child",49.1652806012444,NA,NA,NA,"Eng-NA",2,46,2543,2543,4499,"Eng-NA/Kuczaj/040105.xml","CHI"
"77",954198,"we could go tomorrow if it's closed tonight okay","question","eng",153,"Kuczaj","pro:sub mod v adv:tem conj pro:per part adv:tem co","CHI_4458","CHI","Abe","Target_Child",43.4937062362677,NA,NA,NA,"Eng-NA",2,46,2543,2543,4458,"Eng-NA/Kuczaj/030715.xml","CHI"
"78",954290,"except Mommy if I had my crane I could put this right up here","declarative","eng",93,"Kuczaj","conj n:prop conj pro:sub v det:poss n pro:sub mod v det:dem n prep n","CHI_4497","CHI","Abe","Target_Child",48.8223577486191,NA,NA,NA,"Eng-NA",2,46,2543,2543,4497,"Eng-NA/Kuczaj/040025.xml","CHI"
"79",954696,"if I was a pilot I would probably get to sit there too right","question","eng",204,"Kuczaj","conj pro:sub cop det:art n pro:sub mod adv v inf v adv adv co","CHI_4458","CHI","Abe","Target_Child",43.4937062362677,NA,NA,NA,"Eng-NA",2,46,2543,2543,4458,"Eng-NA/Kuczaj/030715.xml","CHI"
"80",954714,"Mom could we see if it's ready now","question","eng",206,"Kuczaj","n:prop mod pro:sub v conj pro:per v adv","CHI_4458","CHI","Abe","Target_Child",43.4937062362677,NA,NA,NA,"Eng-NA",2,46,2543,2543,4458,"Eng-NA/Kuczaj/030715.xml","CHI"
"81",955051,"if we turned that one off then we could leave that one on","declarative","eng",129,"Kuczaj","conj pro:sub v comp det:num adv adv:tem pro:sub mod v comp det:num adv","CHI_4501","CHI","Abe","Target_Child",49.493829442083,NA,NA,NA,"Eng-NA",2,46,2543,2543,4501,"Eng-NA/Kuczaj/040115.xml","CHI"
"82",956142,"even if I saw him I wouldn't","declarative","eng",144,"Kuczaj","adv conj pro:sub v pro:obj pro:sub mod","CHI_4504","CHI","Abe","Target_Child",49.9537978192571,NA,NA,NA,"Eng-NA",2,46,2543,2543,4504,"Eng-NA/Kuczaj/040129.xml","CHI"
"83",956269,"if this hitted a tidal wave this wouldn't break either","declarative","eng",106,"Kuczaj","conj det:dem v det:art adj n det:dem mod v adv","CHI_4510","CHI","Abe","Target_Child",51.033902133514,NA,NA,NA,"Eng-NA",2,46,2543,2543,4510,"Eng-NA/Kuczaj/040301.xml","CHI"
"84",956292,"if a tidal wave hitted that that would still be upside up","declarative","eng",109,"Kuczaj","comp det:art adj n v comp mod adv cop adv adv","CHI_4510","CHI","Abe","Target_Child",51.033902133514,NA,NA,NA,"Eng-NA",2,46,2543,2543,4510,"Eng-NA/Kuczaj/040301.xml","CHI"
"85",956419,"if I did one two and then another one it wouldn't be two","declarative","eng",132,"Kuczaj","conj pro:sub v pro:indef det:num coord adv:tem qn pro:indef pro:per mod aux det:num","CHI_4508","CHI","Abe","Target_Child",50.625269512721,NA,NA,NA,"Eng-NA",2,46,2543,2543,4508,"Eng-NA/Kuczaj/040219.xml","CHI"
"86",956864,"because I think that you could look out the door and see if there's some more","declarative","eng",179,"Kuczaj","conj pro:sub v comp pro:per mod v prep det:art n coord v conj pro:exist qn pro:indef","CHI_4508","CHI","Abe","Target_Child",50.625269512721,NA,NA,NA,"Eng-NA",2,46,2543,2543,4508,"Eng-NA/Kuczaj/040219.xml","CHI"
"87",957028,"yeah friends could be still friends if they're mad","declarative","eng",197,"Kuczaj","co n mod cop adj n conj pro:sub adj","CHI_4508","CHI","Abe","Target_Child",50.625269512721,NA,NA,NA,"Eng-NA",2,46,2543,2543,4508,"Eng-NA/Kuczaj/040219.xml","CHI"
