"","id","gloss","type","language","utterance_order","corpus_name","part_of_speech","speaker_code","speaker_name","speaker_role","target_child_age","media_start","media_end","media_unit","collection_name","collection_id","corpus_id","speaker_id","target_child_id","transcript_id","transcript_name","speaker"
"11",394897,"wish I may wish I might have the wish I wish tonight","declarative","eng",1168,"Clark","n pro:sub mod v pro:sub mod v det:art n pro:sub v adv:tem","INV","Cindy","Investigator",36.1650136553112,NA,NA,NA,"Eng-NA",2,35,1743,1741,3439,"Eng-NA/Clark/030005.xml","-CHI"
"12",419025,"mm I wish I could","declarative","eng",357,"Gathercole","co pro:sub v pro:sub mod","VIR","Virginia","Investigator",NA,NA,NA,NA,"Eng-NA",2,38,1812,NA,3572,"Eng-NA/Gathercole/09.xml","-CHI"
"13",505017,"it was it was it was nice walking you know I wish I didn't have that time restriction on me","declarative","eng",153,"Hall","pro:per cop pro:per cop pro:per cop adj n:gerund pro:per v pro:sub v pro:sub mod v det:dem n n prep pro:obj","EXP","Experimenter","Investigator",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2011,2006,3760,"Eng-NA/Hall/BlackPro/jaf.xml","-CHI"
"14",510514,"you wish you what","question","eng",742,"Hall","pro:per v pro:per pro:int","FAT",NA,"Father",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2031,2020,3761,"Eng-NA/Hall/BlackPro/ded.xml","-CHI"
"15",510724,"I know he really wishes he could be there","declarative","eng",758,"Hall","pro:sub v pro:sub adv n pro:sub mod cop adv","MOT",NA,"Mother",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2025,2020,3761,"Eng-NA/Hall/BlackPro/ded.xml","-CHI"
"16",514081,"and I you know like I wish I knew now","declarative","eng",189,"Hall","coord pro:sub pro:per v conj pro:sub v pro:sub v adv","EXP","Experimenter","Investigator",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2178,2172,3773,"Eng-NA/Hall/BlackWork/kig.xml","-CHI"
"17",518044,"I wish I had one of these for real","declarative","eng",1299,"Hall","pro:sub n pro:sub v det:num prep det:dem prep adj","EXP","Experimenter","Investigator",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2011,2006,3760,"Eng-NA/Hall/BlackPro/jaf.xml","-CHI"
"18",523197,"I wish I get more jars xxx and these jars have had it","declarative","eng",1020,"Hall","pro:sub v pro:sub v qn n coord det:dem n aux part pro:per","TEA",NA,"Teacher",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2080,2077,3765,"Eng-NA/Hall/BlackPro/ref.xml","-CHI"
"19",532379,"I wished","declarative","eng",1840,"Hall","pro:sub v","EXP","Experimenter","Investigator",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2026,2020,3761,"Eng-NA/Hall/BlackPro/ded.xml","-CHI"
"20",535171,"he wished the lady next door would sing like the cows","declarative","eng",1952,"Hall","pro:sub v det:art n adj n mod v prep det:art n","TEA",NA,"Teacher",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2024,2020,3761,"Eng-NA/Hall/BlackPro/ded.xml","-CHI"
"21",536031,"I wish","trail off","eng",276,"Hall","pro:sub v","MOT",NA,"Mother",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2292,2291,3781,"Eng-NA/Hall/WhitePro/gas.xml","-CHI"
"22",536360,"he wished that the lady next door would sing like a big horn","declarative","eng",1998,"Hall","pro:sub v comp det:art n adj n mod v prep det:art adj n","TEA",NA,"Teacher",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2024,2020,3761,"Eng-NA/Hall/BlackPro/ded.xml","-CHI"
"23",537876,"I wish I had I have two sisters","declarative","eng",1639,"Hall","pro:sub v pro:sub pro:sub v det:num n","TCA","Teacher's_Aide","Adult",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2190,2187,3774,"Eng-NA/Hall/BlackWork/pag.xml","-CHI"
"24",544559,"I useta wish that I could uh get out in the snow","declarative","eng",2055,"Hall","pro:sub mod v comp pro:sub mod v adv prep det:art n","GRA",NA,"Grandmother",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2119,2112,3772,"Eng-NA/Hall/BlackWork/kmf.xml","-CHI"
"25",544785,"I wish it were","declarative","eng",1928,"Hall","pro:sub v pro:per cop","TEA",NA,"Teacher",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2192,2187,3774,"Eng-NA/Hall/BlackWork/pag.xml","-CHI"
"26",555681,"I wish ya could","declarative","eng",1924,"Hall","pro:sub v pro:per mod","TEA",NA,"Teacher",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2145,2141,3768,"Eng-NA/Hall/BlackPro/trh.xml","-CHI"
"27",567162,"you wish you could do what","question","eng",1571,"Hall","pro:per v pro:per mod v pro:int","EXP","Experimenter","Investigator",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2270,2264,3767,"Eng-NA/Hall/BlackPro/mim.xml","-CHI"
"28",573485,"and I said how I wish we had something to do","declarative","eng",2829,"Hall","coord pro:sub v pro:rel pro:sub v pro:sub v pro:indef inf v","EXP","Experimenter","Investigator",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2166,2130,3770,"Eng-NA/Hall/BlackWork/deg.xml","-CHI"
"29",575560,"why we can have lots_of good fun if you wish with a game that I call up up with a fish","declarative","eng",2915,"Hall","pro:int pro:sub mod v qn adj adj conj pro:per n prep det:art n pro:rel pro:sub v adv adv prep det:art n","EXP","Experimenter","Investigator",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2166,2130,3770,"Eng-NA/Hall/BlackWork/deg.xml","-CHI"
"30",575709,"I do not wish to fall","declarative","eng",2921,"Hall","pro:sub mod neg v inf v","EXP","Experimenter","Investigator",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2166,2130,3770,"Eng-NA/Hall/BlackWork/deg.xml","-CHI"
"31",577294,"I do not wish to go and so said the cat in the","trail off","eng",2987,"Hall","pro:sub mod neg v inf v coord adv v det:art n prep det:art","EXP","Experimenter","Investigator",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2166,2130,3770,"Eng-NA/Hall/BlackWork/deg.xml","-CHI"
"32",585701,"boy I wish I lived in the jungle","declarative","eng",2274,"Hall","n pro:sub v pro:sub v prep det:art n","TEA",NA,"Teacher",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2282,2279,3780,"Eng-NA/Hall/WhitePro/job.xml","-CHI"
"33",588139,"I wish I could","trail off","eng",3708,"Hall","pro:sub v pro:sub mod","MOT",NA,"Mother",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2044,2040,3762,"Eng-NA/Hall/BlackPro/brd.xml","-CHI"
"34",589953,"I wished I had xxx","declarative","eng",3490,"Hall","pro:sub v pro:sub v","GRA",NA,"Grandmother",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2240,2234,3777,"Eng-NA/Hall/BlackWork/roj.xml","-CHI"
"35",595957,"I wish you'd said no thank_you","declarative","eng",3845,"Hall","pro:sub v pro:per v qn n","MOT",NA,"Mother",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2068,2065,3763,"Eng-NA/Hall/BlackPro/chj.xml","-CHI"
"36",599790,"no I didn't I wish I had something stronger to offer you but my husband and I are both nondrinkers","declarative","eng",3909,"Hall","co pro:sub mod pro:sub v pro:sub v pro:indef adj inf v pro:per conj det:poss n coord pro:sub cop qn n","MOT",NA,"Mother",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2098,2091,3764,"Eng-NA/Hall/BlackPro/kif.xml","-CHI"
"37",603057,"I wish I didn't hafta work on friday's","declarative","eng",4108,"Hall","pro:sub v pro:sub mod mod v prep adj","MOT",NA,"Mother",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2238,2234,3777,"Eng-NA/Hall/BlackWork/roj.xml","-CHI"
"38",605626,"I just wish you'd go in","declarative","eng",5126,"Hall","pro:sub adj n pro:per v adv","FAT",NA,"Father",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2018,2007,3759,"Eng-NA/Hall/BlackPro/bom.xml","-CHI"
"39",607481,"oh xxx I wish xxx","declarative","eng",4431,"Hall","co pro:sub v","MOT",NA,"Mother",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2132,2127,3769,"Eng-NA/Hall/BlackWork/anl.xml","-CHI"
"40",609354,"I'll tell you I wish it was","declarative","eng",5332,"Hall","pro:sub v pro:per pro:sub v pro:per cop","EXP","Experimenter","Investigator",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2009,2007,3759,"Eng-NA/Hall/BlackPro/bom.xml","-CHI"
"41",610929,"I wish you'd see that special they got on","declarative","eng",4526,"Hall","pro:sub v pro:per co adv adj pro:sub v adv","GRA",NA,"Grandmother",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2240,2234,3777,"Eng-NA/Hall/BlackWork/roj.xml","-CHI"
"42",614941,"I tell you I wish your father had stayed here cause he would wring your neck","declarative","eng",4538,"Hall","pro:sub v pro:per pro:sub v det:poss n aux part adv n pro:sub mod v det:poss n","GRA",NA,"Grandmother",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2256,2249,3779,"Eng-NA/Hall/BlackWork/trc.xml","-CHI"
"43",618612,"they get outside they say I wish I had my chicken","imperative_emphatic","eng",5081,"Hall","pro:sub v adv pro:sub v pro:sub v pro:sub v det:poss n","MOT",NA,"Mother",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2177,2172,3773,"Eng-NA/Hall/BlackWork/kig.xml","-CHI"
"44",624381,"I wish I could eat it","declarative","eng",4399,"Hall","pro:sub v pro:sub mod v pro:per","FAT",NA,"Father",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2290,2279,3780,"Eng-NA/Hall/WhitePro/job.xml","-CHI"
"45",627981,"I wish I did","declarative","eng",5606,"Hall","pro:sub v pro:sub v","EXP","Experimenter","Investigator",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2147,2141,3768,"Eng-NA/Hall/BlackPro/trh.xml","-CHI"
"46",628688,"but I wish I could","declarative","eng",6045,"Hall","conj pro:sub v pro:sub mod","EXP","Experimenter","Investigator",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2045,2040,3762,"Eng-NA/Hall/BlackPro/brd.xml","-CHI"
"47",629773,"I wish I could give them like raw carrots and celery and stuff like that","declarative","eng",6139,"Hall","pro:sub v pro:sub mod v pro:obj prep adj n coord n coord n prep pro:dem","MOT",NA,"Mother",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2044,2040,3762,"Eng-NA/Hall/BlackPro/brd.xml","-CHI"
"48",631680,"I wish there was somebody there to fix something I I tell ya","declarative","eng",6306,"Hall","pro:sub n adv cop pro:indef adv inf v pro:indef pro:sub pro:sub v pro:per","EXP","Experimenter","Investigator",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2045,2040,3762,"Eng-NA/Hall/BlackPro/brd.xml","-CHI"
"49",632044,"wish I could write a book about that","declarative","eng",5938,"Hall","n pro:sub mod v det:art n prep pro:dem","MOT",NA,"Mother",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2146,2141,3768,"Eng-NA/Hall/BlackPro/trh.xml","-CHI"
"50",632306,"xxx wow I wish it was possible xxx that I could say that but","trail off","eng",6199,"Hall","co pro:sub v pro:per cop adj comp pro:sub mod v comp conj","MAD","Male","Adult",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2136,2127,3769,"Eng-NA/Hall/BlackWork/anl.xml","-CHI"
"51",633378,"oh I wish you could see what you're doing to your head","question","eng",6249,"Hall","co pro:sub v pro:per mod v pro:int pro:per part prep det:poss n","FAD","Female","Adult",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2076,2065,3763,"Eng-NA/Hall/BlackPro/chj.xml","-CHI"
"52",637911,"I wish I could get rid of bingo it takes up so much room","declarative","eng",6549,"Hall","pro:sub v pro:sub mod v v prep n pro:per v prep adv qn n","MOT",NA,"Mother",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2098,2091,3764,"Eng-NA/Hall/BlackPro/kif.xml","-CHI"
"53",641859,"when she was standing at her wishing well","declarative","eng",5997,"Hall","conj pro:sub aux part prep pro:obj part adv","FAT",NA,"Father",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2310,2302,3782,"Eng-NA/Hall/WhitePro/jub.xml","-CHI"
"54",647095,"being last Zach saw just how the sidewalk artist draws a cow a speckled fish of grapes in a dish or anything that you might wish","declarative","eng",7808,"Hall","part adj n:prop n adv pro:rel det:art n n v det:art n det:art part n prep n prep det:art n coord pro:indef pro:rel pro:per mod v","MOT",NA,"Mother",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2098,2091,3764,"Eng-NA/Hall/BlackPro/kif.xml","-CHI"
"55",650658,"I do not wish to go","declarative","eng",8751,"Hall","pro:sub mod neg v inf v","MOT",NA,"Mother",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2068,2065,3763,"Eng-NA/Hall/BlackPro/chj.xml","-CHI"
"56",651283,"I wished I'd never seen him who crawled into my room the night","declarative","eng",7870,"Hall","pro:sub v pro:sub v adv part pro:obj pro:rel v prep det:poss n det:art n","MOT",NA,"Mother",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2269,2264,3767,"Eng-NA/Hall/BlackPro/mim.xml","-CHI"
"57",656416,"sometimes I wish I did","declarative","eng",258,"Hall","adv pro:sub v pro:sub v","EXP","Experimenter","Investigator",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2342,2319,3787,"Eng-NA/Hall/WhitePro/zoe.xml","-CHI"
"58",661024,"wish you'd leave the sand downstairs","declarative","eng",12,"Hall","n pro:per v det:art n adv","MOT",NA,"Mother",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2367,2007,3790,"Eng-NA/Hall/WhiteWork/boo.xml","-CHI"
"59",661992,"yeah I wish I had your energy","declarative","eng",995,"Hall","co pro:sub v pro:sub v det:poss n","EXP","Experimenter","Investigator",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2333,2328,3791,"Eng-NA/Hall/WhiteWork/dal.xml","-CHI"
"60",663457,"I wish","trail off","eng zho",55,"Hall","pro:sub v","EXP","Experimenter","Investigator",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2389,2377,3792,"Eng-NA/Hall/WhiteWork/kao.xml","-CHI"
"61",665814,"you wish it was huh","question","eng",1338,"Hall","pro:per v pro:per cop co","TEA",NA,"Teacher",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2347,2328,3791,"Eng-NA/Hall/WhiteWork/dal.xml","-CHI"
"62",666878,"wish he was fifteen","declarative","eng",228,"Hall","n pro:sub cop det:num","MOT",NA,"Mother",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2000,1999,3788,"Eng-NA/Hall/WhitePro/tos.xml","-CHI"
"63",672427,"I wished I'd seen her","declarative","eng",186,"Hall","pro:sub v pro:sub part pro:obj","EXP","Experimenter","Investigator",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2411,2400,3793,"Eng-NA/Hall/WhiteWork/kag.xml","-CHI"
"64",678448,"oh Michael I wish you'd stop that","declarative","eng",455,"Hall","co n:prop pro:sub v pro:per v pro:dem","MOT",NA,"Mother",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2207,2202,3794,"Eng-NA/Hall/WhiteWork/mig.xml","-CHI"
"65",679526,"sound like Charleen wishes it was her birthday today","declarative","eng",1621,"Hall","n v n:prop v pro:per cop det:poss adv:tem","TEA",NA,"Teacher",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2014,2007,3790,"Eng-NA/Hall/WhiteWork/boo.xml","-CHI"
"66",687561,"you wish it was all cut off","question","eng",942,"Hall","pro:per v pro:per cop adv n adv","EXP","Experimenter","Investigator",54.0011088523378,NA,NA,NA,"Eng-NA",2,40,2428,2402,3795,"Eng-NA/Hall/WhiteWork/sat.xml","-CHI"
"67",690172,"now make a wish and blow out the candles huh","question","eng",2360,"Hall","adv v det:art n coord v prep det:art n co","TEA",NA,"Teacher",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2014,2007,3790,"Eng-NA/Hall/WhiteWork/boo.xml","-CHI"
"68",694177,"whenever somebody has a birthday don't you wish it was your birthday","question","eng",2613,"Hall","pro:rel pro:indef v det:art mod pro:per v pro:per cop det:poss","TEA",NA,"Teacher",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2014,2007,3790,"Eng-NA/Hall/WhiteWork/boo.xml","-CHI"
"69",697821,"he said xxx Graeme I wish uh I wish Graeme could've stayed over xxx xxx saying xxx the man that that's doing this I wish he could've slept over","declarative","eng",212,"Hall","pro:sub v n:prop pro:sub n pro:sub v n:prop mod part adv part det:art n pro:rel pro:rel part det:dem pro:sub v pro:sub mod v adv","FAT",NA,"Father",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2457,2405,3797,"Eng-NA/Hall/WhiteWork/sut.xml","-CHI"
"70",698969,"it's nice I wish I had a balcony in my apartment","declarative","eng",3808,"Hall","pro:per adj pro:sub v pro:sub v det:art n prep det:poss n","EXP","Experimenter","Investigator",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2333,2328,3791,"Eng-NA/Hall/WhiteWork/dal.xml","-CHI"
"71",729228,"Eric I really wish we could but we got to go we got another game coming","declarative","eng",4725,"Hall","n:prop pro:sub adv n pro:sub mod conj pro:sub v prep pro:sub v qn n part","TEA",NA,"Teacher",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2014,2007,3790,"Eng-NA/Hall/WhiteWork/boo.xml","-CHI"
"72",729513,"I wish we could send grandma and grandpa your bowl","declarative","eng zho",4492,"Hall","pro:sub v pro:sub mod v n coord n det:poss n","MOT",NA,"Mother",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2388,2377,3792,"Eng-NA/Hall/WhiteWork/kao.xml","-CHI"
"73",732185,"no place else and you shouldn't be doing that for anybody or wishing that on anybody","declarative","eng",3775,"Hall","qn n post coord pro:per mod aux n:gerund adv prep pro:indef coord n:gerund adv adv pro:indef","MOT",NA,"Mother",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2322,2316,3785,"Eng-NA/Hall/WhitePro/rob.xml","-CHI"
"74",734075,"you can have bananas whenever you wish","declarative","eng",3864,"Hall","pro:per mod v n pro:rel pro:per v","MOT",NA,"Mother",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2322,2316,3785,"Eng-NA/Hall/WhitePro/rob.xml","-CHI"
"75",736401,"xxx I wish you could play with it but I","trail off","eng",4113,"Hall","pro:sub v pro:per mod v prep pro:per conj pro:sub","EXP","Experimenter","Investigator",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2208,2202,3794,"Eng-NA/Hall/WhiteWork/mig.xml","-CHI"
"76",748085,"I wish I could let you play with it but I can't","declarative","eng",5971,"Hall","pro:sub v pro:sub mod v pro:per v prep pro:per conj pro:sub mod","EXP","Experimenter","Investigator",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2009,2007,3790,"Eng-NA/Hall/WhiteWork/boo.xml","-CHI"
"77",748637,"I wish I could","declarative","eng",4492,"Hall","pro:sub v pro:sub mod","EXP","Experimenter","Investigator",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2325,2317,3786,"Eng-NA/Hall/WhitePro/toh.xml","-CHI"
"78",754488,"Joe I wish you would stop playing with my cigarettes","declarative","eng",6498,"Hall","n:prop pro:sub v pro:per mod v part prep det:poss n","MOT",NA,"Mother",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2367,2007,3790,"Eng-NA/Hall/WhiteWork/boo.xml","-CHI"
"79",757883,"I wish we could you know honey that's what we hafta do","declarative","eng",5612,"Hall","pro:sub v pro:sub mod pro:per v n pro:dem pro:int pro:sub mod v","MOT",NA,"Mother",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2322,2316,3785,"Eng-NA/Hall/WhitePro/rob.xml","-CHI"
"80",758018,"Joe you're having your wish","declarative","eng",5702,"Hall","n:prop pro:per part det:poss n","MOT",NA,"Mother",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2207,2202,3794,"Eng-NA/Hall/WhiteWork/mig.xml","-CHI"
"81",764222,"I wish you were hungry","declarative","eng",4690,"Hall","pro:sub v pro:per cop adj","FAT",NA,"Father",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2457,2405,3797,"Eng-NA/Hall/WhiteWork/sut.xml","-CHI"
"82",764249,"I wish you were hungry","declarative","eng",4692,"Hall","pro:sub v pro:per cop adj","FAT",NA,"Father",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2457,2405,3797,"Eng-NA/Hall/WhiteWork/sut.xml","-CHI"
"83",772132,"I wish I did","declarative","eng",8095,"Hall","pro:sub v pro:sub v","EXP","Experimenter","Investigator",57.0011704552455,NA,NA,NA,"Eng-NA",2,40,2009,2007,3790,"Eng-NA/Hall/WhiteWork/boo.xml","-CHI"
"84",819451,"I wish we could go to the park today but it's not very nice weather","declarative","eng",1316,"Suppes","pro:sub v pro:sub mod v prep det:art n adv:tem conj pro:per neg adv adj n","MOT",NA,"Mother",24.3290416640999,NA,NA,NA,"Eng-NA",2,43,2520,2519,3934,"Eng-NA/Suppes/020010.xml","-CHI"
"85",838720,"shall I make a wish first","question","eng",263,"Suppes","mod pro:sub v det:art n adv","MOT",NA,"Mother",36.0993038871435,NA,NA,NA,"Eng-NA",2,43,2520,2519,3966,"Eng-NA/Suppes/030003.xml","-CHI"
"86",839913,"I wish I could find them","declarative","eng",531,"Suppes","pro:sub v pro:sub mod v pro:obj","MOT",NA,"Mother",35.1978480050925,NA,NA,NA,"Eng-NA",2,43,2520,2519,3963,"Eng-NA/Suppes/021106.xml","-CHI"
"87",870394,"I wish I knew","declarative","eng",768,"Suppes","pro:sub v pro:sub v","MOT",NA,"Mother",39.6907534035606,NA,NA,NA,"Eng-NA",2,43,2520,2519,3982,"Eng-NA/Suppes/030321.xml","-CHI"
"88",918413,"I sure do wish that I knew where he was","declarative","eng",50,"Kuczaj","pro:sub adv mod v comp pro:sub v pro:int pro:sub cop","FAT",NA,"Father",34.19782747079,NA,NA,NA,"Eng-NA",2,46,2545,2543,4386,"Eng-NA/Kuczaj/021006.xml","-CHI"
"89",918435,"I sure do wish that I knew where Abe was","declarative","eng",52,"Kuczaj","pro:sub v mod v comp pro:sub v pro:rel n:prop cop","FAT",NA,"Father",34.19782747079,NA,NA,NA,"Eng-NA",2,46,2545,2543,4386,"Eng-NA/Kuczaj/021006.xml","-CHI"
"90",922440,"you wish that he would","question","eng",385,"Kuczaj","pro:per v comp pro:sub mod","FAT",NA,"Father",34.4935214275447,NA,NA,NA,"Eng-NA",2,46,2545,2543,4389,"Eng-NA/Kuczaj/021015.xml","-CHI"
"91",923609,"boy I wish I knew what that was","declarative","eng",297,"Kuczaj","n pro:sub v pro:sub v pro:int adv cop","MOT",NA,"Mother",35.6906712663504,NA,NA,NA,"Eng-NA",2,46,2544,2543,4399,"Eng-NA/Kuczaj/021121.xml","-CHI"
"92",924336,"the wishing game or something weird","declarative","eng",343,"Kuczaj","det:art n:gerund n coord pro:indef adj","FAT",NA,"Father",34.8877800365511,NA,NA,NA,"Eng-NA",2,46,2545,2543,4392,"Eng-NA/Kuczaj/021027.xml","-CHI"
"93",928473,"I wish I knew what it was","declarative","eng",94,"Kuczaj","pro:sub v pro:sub v pro:int pro:per cop","FAT",NA,"Father",38.1650547239163,NA,NA,NA,"Eng-NA",2,46,2545,2543,4416,"Eng-NA/Kuczaj/030205.xml","-CHI"
"94",929062,"wow I wish I knew that kind of stuff","declarative","eng",209,"Kuczaj","co pro:sub v pro:sub v adv adj prep n","FAT",NA,"Father",36.8221113369884,NA,NA,NA,"Eng-NA",2,46,2545,2543,4404,"Eng-NA/Kuczaj/030025.xml","-CHI"
"95",929152,"I wish that you would make me a surprise","declarative","eng",443,"Kuczaj","pro:sub v comp pro:per mod v pro:obj det:art n","FAT",NA,"Father",34.9863446888026,NA,NA,NA,"Eng-NA",2,46,2545,2543,4393,"Eng-NA/Kuczaj/021030.xml","-CHI"
"96",935438,"no I wish they did","declarative","eng",362,"Kuczaj","co pro:sub v pro:sub v","FAT",NA,"Father",38.0336351875809,NA,NA,NA,"Eng-NA",2,46,2545,2543,4415,"Eng-NA/Kuczaj/030201.xml","-CHI"
"97",935540,"I wish I did","declarative","eng",179,"Kuczaj","pro:sub v pro:sub v","FAT",NA,"Father",39.9207375921477,NA,NA,NA,"Eng-NA",2,46,2545,2543,4430,"Eng-NA/Kuczaj/030328.xml","-CHI"
"98",938662,"wish me luck","declarative","eng",224,"Kuczaj","v pro:obj n","MOT",NA,"Mother",40.49364463336,NA,NA,NA,"Eng-NA",2,46,2544,2543,4435,"Eng-NA/Kuczaj/030415.xml","-CHI"
